user1_id,user2_id
131006,79462
131006,93530
131006,65620
121812,72382
119989,6301
119989,72607
119989,50315
119989,64697
119989,32268
119989,11349
119989,52831
119989,81374
119989,8461
119989,155796
119989,45151
119989,38029
119989,47995
119989,59828
119989,72382
119989,28267
119989,90695
119989,146778
119989,91259
119989,7258
119989,54822
40782,72382
63154,90703
63812,52831
140346,17608
79447,90087
116885,155492
151926,118204
90311,6648
82515,143906
41092,135579
41092,72382
84459,128039
55970,143906
55970,91259
123157,118114
123157,143906
151985,4439
151985,143906
109698,52831
72034,52831
72034,93512
72034,91259
76670,6301
76670,105420
76670,47995
76670,143906
76670,72382
76670,28267
76670,6648
76670,8760
55293,143906
110825,89360
110825,98706
110825,98807
110825,119513
23730,75503
23730,52831
23730,51449
23730,92276
23730,72382
23730,8760
46009,52831
46009,1661
97372,40799
97372,72382
115393,15257
15257,42503
15257,41408
15257,46334
15257,78126
15257,73086
15257,102574
15257,15074
15257,10783
15257,74012
15257,34166
15257,12247
15257,113739
15257,129728
15257,43175
15257,69199
15257,55415
15257,88703
15257,94740
15257,12542
15257,18640
15257,130036
15257,139690
15257,96528
15257,87941
15257,102116
15257,72184
15257,116833
15257,116612
15257,117201
15257,27072
15257,17514
15257,20367
15257,140198
15257,145959
15257,138985
15257,104293
15257,4769
15257,137649
15257,16642
15257,38769
15257,15524
15257,111835
15257,24926
15257,4170
15257,90953
15257,154884
15257,14711
15257,47492
15257,19585
15257,53938
15257,23243
15257,134755
15257,93919
15257,150811
15257,77703
15257,41541
15257,112454
15257,79463
15257,61324
15257,13262
15257,62376
15257,116011
15257,143070
15257,113889
15257,18337
15257,7871
15257,1016
15257,31071
15257,3783
15257,40615
15257,26156
15257,53530
15257,95530
15257,27532
15257,19854
15257,20254
15257,63556
15257,4574
15257,47900
15257,42584
15257,75516
15257,18149
15257,47572
15257,51143
15257,155600
15257,147657
15257,153895
15257,3354
15257,50251
15257,8758
88910,26050
88910,102116
88910,134872
88910,147228
88910,34023
154257,68494
3090,91259
132968,87088
132968,128664
132968,29587
132968,155054
132968,85579
132968,109866
132968,41199
132968,117048
132968,39626
132968,52831
132968,140173
132968,122343
132968,118599
132968,116452
132968,18272
132968,53730
132968,37272
132968,80592
132968,132628
132968,6648
132968,16552
85482,91259
63249,52831
101163,6301
101163,50315
101163,52831
109524,156551
109524,52831
109524,51449
109524,59614
120331,16650
120331,93530
69326,114048
69326,17608
69326,511
69326,59828
69326,143906
69326,72382
69326,3509
49965,134533
79538,6881
79538,52831
79538,143906
79538,59614
61266,52718
61266,72382
61266,91259
29174,28267
135601,52831
135601,102439
13415,52831
132699,37955
132699,52831
155907,52831
155907,28267
155907,92788
155907,91259
49606,52831
49606,143906
73216,91259
82046,52831
64648,91259
64648,6648
63575,6881
63575,50315
63575,52831
63575,38029
63575,72382
63575,89657
76162,72382
77965,50315
32983,87425
32983,9309
32983,56285
32983,84493
32983,22047
48416,52831
90007,24364
90007,52831
90007,109798
90007,133324
65266,72382
78619,31753
75693,81374
75693,143906
89502,147604
89502,54163
89502,52831
89502,81374
89502,146832
89502,14162
89502,6997
89502,47995
89502,72382
89502,28267
89502,7258
89502,4410
89502,8760
117369,155822
117369,62263
117369,110872
117369,107549
117369,13660
117369,2970
117369,87019
117369,58280
117369,52386
11006,50315
11006,138619
11006,32268
11006,52831
11006,99044
11006,90843
11006,133070
11006,143906
11006,6648
47867,52831
47867,143906
18931,102116
18931,53360
18931,126423
18931,52309
18931,106263
112959,8461
62662,6301
62662,125218
62662,50315
62662,52831
62662,101555
62662,79680
62662,17608
62662,59828
62662,143906
62662,72382
62662,7258
62662,74173
62662,8760
77830,91259
101268,6301
87967,32268
87967,52866
48873,91259
57682,52831
57682,72382
128457,122661
128457,52831
128457,75864
128457,10322
128457,123741
128457,53923
107327,154651
107327,18406
108855,52831
108855,143906
16321,14162
60562,91259
33478,9309
33478,52831
33478,56635
33478,103180
33478,143906
33478,141628
33478,70189
33478,73599
50013,91259
1845,134064
1845,49136
1845,73648
1845,121472
1845,117202
1845,24392
1845,147681
1845,72064
1845,140400
1845,33437
1845,34957
1845,13060
1845,50917
1845,14530
1845,118359
1845,81785
1845,31681
1845,22981
1845,27225
1845,14979
1845,99766
1845,24405
1845,154975
1845,106263
1845,128373
19429,102116
19429,91259
141867,96954
141867,137398
141867,127624
141867,44179
141867,105105
141867,86842
141867,93521
68103,6301
68103,32268
68103,52831
68103,61590
68103,38029
68103,28267
68103,91259
68103,24206
68103,85947
68103,64399
87088,50315
87088,135360
87088,39613
87088,52831
87088,143906
87088,72382
87088,28267
87088,90695
87088,24206
87088,26338
87088,140658
87088,8760
6495,91259
86475,24206
149304,99608
149304,78905
149304,76065
151344,152583
125412,79462
115244,81374
116585,6648
34003,52831
136335,6648
136335,96311
151044,6301
151044,50315
151044,39414
151044,52831
151044,51449
151044,114048
151044,47995
151044,148419
1306,28267
21588,50315
21588,52831
21588,143906
21588,91259
109010,52831
23195,52831
22840,143906
22840,72382
95023,28466
95023,63610
51394,8846
34472,52831
34472,81374
16004,12520
16004,32268
16004,511
16004,72382
92575,11563
18170,130560
18170,6301
18170,75463
18170,511
18170,47995
18170,143906
18170,28267
18170,91259
18170,8846
101509,52831
101509,72382
148542,118599
122522,6301
122522,43594
122522,134368
122522,50315
122522,32268
122522,135360
122522,73493
122522,39613
122522,52831
122522,8461
122522,99044
122522,45151
122522,14162
122522,114048
122522,511
122522,38029
122522,47995
122522,53225
122522,143906
122522,72382
122522,28267
122522,148419
122522,90695
122522,81944
122522,7258
122522,24206
102507,52831
102507,48647
102507,79680
102507,118114
102507,72382
113257,51449
113257,91259
103654,554
35538,54163
12057,50315
12057,91259
447,91259
15014,14162
148398,32268
148398,44268
148398,52831
148398,9458
148398,51449
148398,116184
148398,511
148398,398
148398,72382
148398,91259
148398,8594
148398,1783
60680,31753
154457,18672
20641,52831
153879,5783
120854,91259
120854,8846
76282,50315
76282,52831
76282,511
76282,72382
76282,92788
136218,118033
136218,72382
108914,40799
108914,50315
108914,11349
108914,72382
108914,28267
108914,91259
108914,6648
69466,26779
94978,52831
94978,8760
4232,51349
4232,155241
4232,88703
4232,19185
4232,91919
4232,42660
28135,72382
50875,77106
50875,136102
